Item,Year,Value,Economy
2.1.1 Main Activity Producer,2012,259.4,09_ROK
2.1.2 Autoproducers,2012,51.9,09_ROK
2.1.3 Gas Processing,2012,0.0,09_ROK
2.1.4 Loss & Own Use,2012,39.4,09_ROK
,2012,,09_ROK
2.2 Final Energy Consumption Sector,2012,224.6,09_ROK
2.2.1 Industry Sector,2012,76.3,09_ROK
2.2.2 Transport Sector,2012,87.6,09_ROK
2.2.3 Residential & Commercial,2012,51.3,09_ROK
2.2.4 Other,2012,9.4,09_ROK
Total CO2 Emission,2013,574.5,09_ROK
,2013,,09_ROK
1. CO2 Emission by Energy,2013,558.8000000000001,09_ROK
1.1 Coal & Coal Products,2013,292.0,09_ROK
1.2 Crude Oil & Petroleum Products,2013,156.1,09_ROK
1.3 Gas,2013,110.7,09_ROK
,2013,,09_ROK
2. CO2 Emission by Sector,2013,574.5,09_ROK
2.1 Transformation Sector,2013,345.9,09_ROK
2.1.1 Main Activity Producer,2013,259.4,09_ROK
2.1.2 Autoproducers,2013,45.0,09_ROK
2.1.3 Gas Processing,2013,0.0,09_ROK
2.1.4 Loss & Own Use,2013,41.5,09_ROK
,2013,,09_ROK
2.2 Final Energy Consumption Sector,2013,228.60000000000002,09_ROK
2.2.1 Industry Sector,2013,77.0,09_ROK
2.2.2 Transport Sector,2013,90.9,09_ROK
2.2.3 Residential & Commercial,2013,51.2,09_ROK
2.2.4 Other,2013,9.5,09_ROK
Total CO2 Emission,2014,562.7,09_ROK
,2014,,09_ROK
1. CO2 Emission by Energy,2014,549.4,09_ROK
1.1 Coal & Coal Products,2014,298.6,09_ROK
1.2 Crude Oil & Petroleum Products,2014,151.0,09_ROK
1.3 Gas,2014,99.8,09_ROK
,2014,,09_ROK
2. CO2 Emission by Sector,2014,562.7,09_ROK
2.1 Transformation Sector,2014,343.6,09_ROK
2.1.1 Main Activity Producer,2014,253.4,09_ROK
2.1.2 Autoproducers,2014,45.4,09_ROK
2.1.3 Gas Processing,2014,0.0,09_ROK
2.1.4 Loss & Own Use,2014,44.8,09_ROK
,2014,,09_ROK
2.2 Final Energy Consumption Sector,2014,219.09999999999997,09_ROK
2.2.1 Industry Sector,2014,72.2,09_ROK
2.2.2 Transport Sector,2014,92.5,09_ROK
2.2.3 Residential & Commercial,2014,46.2,09_ROK
2.2.4 Other,2014,8.2,09_ROK
Total CO2 Emission,2015,582.0999999999999,09_ROK
,2015,,09_ROK
1. CO2 Emission by Energy,2015,567.1999999999999,09_ROK
1.1 Coal & Coal Products,2015,311.4,09_ROK
1.2 Crude Oil & Petroleum Products,2015,162.4,09_ROK
1.3 Gas,2015,93.4,09_ROK
,2015,,09_ROK
2. CO2 Emission by Sector,2015,582.0999999999999,09_ROK
2.1 Transformation Sector,2015,351.4,09_ROK
2.1.1 Main Activity Producer,2015,254.8,09_ROK
2.1.2 Autoproducers,2015,50.9,09_ROK
2.1.3 Gas Processing,2015,0.0,09_ROK
2.1.4 Loss & Own Use,2015,45.7,09_ROK
,2015,,09_ROK
2.2 Final Energy Consumption Sector,2015,230.7,09_ROK
2.2.1 Industry Sector,2015,76.3,09_ROK
2.2.2 Transport Sector,2015,98.4,09_ROK
2.2.3 Residential & Commercial,2015,47.900000000000006,09_ROK
2.2.4 Other,2015,8.1,09_ROK
Total CO2 Emission,2016,589.2,09_ROK
,2016,,09_ROK
1. CO2 Emission by Energy,2016,571.3,09_ROK
1.1 Coal & Coal Products,2016,303.3,09_ROK
1.2 Crude Oil & Petroleum Products,2016,169.0,09_ROK
1.3 Gas,2016,99.0,09_ROK
,2016,,09_ROK
2. CO2 Emission by Sector,2016,589.2,09_ROK
2.1 Transformation Sector,2016,356.59999999999997,09_ROK
2.1.1 Main Activity Producer,2016,257.3,09_ROK
2.1.2 Autoproducers,2016,52.9,09_ROK
2.1.3 Gas Processing,2016,0.0,09_ROK
2.1.4 Loss & Own Use,2016,46.4,09_ROK
,2016,,09_ROK
2.2 Final Energy Consumption Sector,2016,232.60000000000002,09_ROK
2.2.1 Industry Sector,2016,73.0,09_ROK
2.2.2 Transport Sector,2016,101.3,09_ROK
2.2.3 Residential & Commercial,2016,51.400000000000006,09_ROK
2.2.4 Other,2016,6.9,09_ROK
Total CO2 Emission,2017,578.4996083988001,09_ROK
,2017,,09_ROK
1. CO2 Emission by Energy,2017,578.4996083988,09_ROK
1.1 Coal & Coal Products,2017,312.73581022200005,09_ROK
1.2 Crude Oil & Petroleum Products,2017,163.0791871104,09_ROK
1.3 Gas,2017,102.68461106640001,09_ROK
,2017,,09_ROK
2. CO2 Emission by Sector,2017,578.4996083988001,09_ROK
2.1 Transformation Sector,2017,360.5038027272001,09_ROK
2.1.1 Main Activity Producer,2017,271.93945517640003,09_ROK
2.1.2 Autoproducers,2017,45.52093275840001,09_ROK
2.1.3 Gas Processing,2017,0.0,09_ROK
2.1.4 Loss & Own Use,2017,43.0434147924,09_ROK
,2017,,09_ROK
2.2 Final Energy Consumption Sector,2017,217.99580567160004,09_ROK
2.2.1 Industry Sector,2017,56.8071681012,09_ROK
2.2.2 Transport Sector,2017,103.4323567992,09_ROK
2.2.3 Residential & Commercial,2017,50.08319800440001,09_ROK
2.2.4 Other,2017,7.673082766799999,09_ROK
Total CO2 Emission,1990,257.6803016727655,11_MEX
,1990,,11_MEX
1. CO2 Emission by Energy,1990,257.6803016727655,11_MEX
1.1 Coal & Coal Products,1990,14.855276342636401,11_MEX
1.2 Crude Oil & Petroleum Products,1990,194.44926856635652,11_MEX
1.3 Gas,1990,48.375756763772486,11_MEX
,1990,,11_MEX
2. CO2 Emission by Sector,1990,257.6803016727655,11_MEX
2.1 Transformation Sector,1990,95.0597218849524,11_MEX
2.1.1 Main Activity Producer,1990,63.93537956116774,11_MEX
2.1.2 Autoproducers,1990,0.0,11_MEX
2.1.3 Gas Processing,1990,0.0,11_MEX
2.1.4 Loss & Own Use,1990,31.124342323784646,11_MEX
,1990,,11_MEX
2.2 Final Energy Consumption Sector,1990,162.62057978781303,11_MEX
2.2.1 Industry Sector,1990,53.23226402507614,11_MEX
2.2.2 Transport Sector,1990,83.47851056050062,11_MEX
2.2.3 Residential & Commercial,1990,20.78185106721486,11_MEX
2.2.4 Other,1990,5.127954135021426,11_MEX
Total CO2 Emission,1991,275.9458116666528,11_MEX
,1991,,11_MEX
1. CO2 Emission by Energy,1991,275.9458116666528,11_MEX
1.1 Coal & Coal Products,1991,14.614563358816978,11_MEX
1.2 Crude Oil & Petroleum Products,1991,209.18332872785535,11_MEX
1.3 Gas,1991,52.14791957998041,11_MEX
,1991,,11_MEX
2. CO2 Emission by Sector,1991,275.9458116666528,11_MEX
2.1 Transformation Sector,1991,107.37780969048397,11_MEX
2.1.1 Main Activity Producer,1991,65.88127077698601,11_MEX
2.1.2 Autoproducers,1991,7.432888416245894,11_MEX
2.1.3 Gas Processing,1991,0.0,11_MEX
2.1.4 Loss & Own Use,1991,34.06365049725206,11_MEX
,1991,,11_MEX
2.2 Final Energy Consumption Sector,1991,168.5680019761688,11_MEX
2.2.1 Industry Sector,1991,52.09821112069424,11_MEX
2.2.2 Transport Sector,1991,89.37458166908108,11_MEX
2.2.3 Residential & Commercial,1991,21.785000935051595,11_MEX
2.2.4 Other,1991,5.310208251341886,11_MEX
Total CO2 Emission,1992,278.785365186494,11_MEX
,1992,,11_MEX
1. CO2 Emission by Energy,1992,278.785365186494,11_MEX
1.1 Coal & Coal Products,1992,14.57294518922932,11_MEX
1.2 Crude Oil & Petroleum Products,1992,211.27295691226425,11_MEX
1.3 Gas,1992,52.9394630850004,11_MEX
,1992,,11_MEX
2. CO2 Emission by Sector,1992,278.785365186494,11_MEX
2.1 Transformation Sector,1992,108.3223011201081,11_MEX
2.1.1 Main Activity Producer,1992,64.49482232624091,11_MEX
2.1.2 Autoproducers,1992,7.738738210674103,11_MEX
2.1.3 Gas Processing,1992,0.0,11_MEX
2.1.4 Loss & Own Use,1992,36.08874058319308,11_MEX
,1992,,11_MEX
2.2 Final Energy Consumption Sector,1992,170.46306406638587,11_MEX
2.2.1 Industry Sector,1992,51.799653333110044,11_MEX
2.2.2 Transport Sector,1992,89.67102093678214,11_MEX
2.2.3 Residential & Commercial,1992,23.63931989650235,11_MEX
2.2.4 Other,1992,5.353069899991332,11_MEX
Total CO2 Emission,1993,286.34835835643054,11_MEX
,1993,,11_MEX
1. CO2 Emission by Energy,1993,286.34835835643054,11_MEX
1.1 Coal & Coal Products,1993,17.6853886325638,11_MEX
1.2 Crude Oil & Petroleum Products,1993,213.5814067083672,11_MEX
1.3 Gas,1993,55.08156301549953,11_MEX
,1993,,11_MEX
2. CO2 Emission by Sector,1993,286.34835835643054,11_MEX
2.1 Transformation Sector,1993,114.9040511459267,11_MEX
2.1.1 Main Activity Producer,1993,67.15333450563683,11_MEX
2.1.2 Autoproducers,1993,7.670485026614082,11_MEX
2.1.3 Gas Processing,1993,0.0,11_MEX
2.1.4 Loss & Own Use,1993,40.080231613675764,11_MEX
,1993,,11_MEX
2.2 Final Energy Consumption Sector,1993,171.44430721050384,11_MEX
2.2.1 Industry Sector,1993,50.08437375268305,11_MEX
2.2.2 Transport Sector,1993,91.74471416728771,11_MEX
2.2.3 Residential & Commercial,1993,24.226840725823333,11_MEX
2.2.4 Other,1993,5.388378564709748,11_MEX
Total CO2 Emission,1994,310.35542567177174,11_MEX
,1994,,11_MEX
1. CO2 Emission by Energy,1994,310.35542567177174,11_MEX
1.1 Coal & Coal Products,1994,19.643208036419562,11_MEX
1.2 Crude Oil & Petroleum Products,1994,233.48855468935355,11_MEX
1.3 Gas,1994,57.22366294599869,11_MEX
,1994,,11_MEX
2. CO2 Emission by Sector,1994,310.35542567177174,11_MEX
2.1 Transformation Sector,1994,131.42083043746462,11_MEX
2.1.1 Main Activity Producer,1994,80.30518269791695,11_MEX
2.1.2 Autoproducers,1994,7.959233146043895,11_MEX
2.1.3 Gas Processing,1994,0.0,11_MEX
2.1.4 Loss & Own Use,1994,43.15641459350377,11_MEX
,1994,,11_MEX
2.2 Final Energy Consumption Sector,1994,178.93459523430724,11_MEX
2.2.1 Industry Sector,1994,50.992543312427266,11_MEX
2.2.2 Transport Sector,1994,97.41028110163035,11_MEX
2.2.3 Residential & Commercial,1994,25.459604375483224,11_MEX
2.2.4 Other,1994,5.072166444766369,11_MEX
Total CO2 Emission,1995,292.2993728176315,11_MEX
,1995,,11_MEX
1. CO2 Emission by Energy,1995,292.2993728176315,11_MEX
1.1 Coal & Coal Products,1995,21.50818100365926,11_MEX
1.2 Crude Oil & Petroleum Products,1995,214.49765120621657,11_MEX
1.3 Gas,1995,56.29354060775563,11_MEX
,1995,,11_MEX
2. CO2 Emission by Sector,1995,292.2993728176315,11_MEX
2.1 Transformation Sector,1995,122.83462286717524,11_MEX
2.1.1 Main Activity Producer,1995,75.14130583444286,11_MEX
2.1.2 Autoproducers,1995,7.784271036567497,11_MEX
2.1.3 Gas Processing,1995,0.0,11_MEX
2.1.4 Loss & Own Use,1995,39.9090459961649,11_MEX
,1995,,11_MEX
2.2 Final Energy Consumption Sector,1995,169.46474995045622,11_MEX
2.2.1 Industry Sector,1995,49.40158093499578,11_MEX
2.2.2 Transport Sector,1995,89.37884941203397,11_MEX
2.2.3 Residential & Commercial,1995,25.46057152586464,11_MEX
2.2.4 Other,1995,5.223748077561832,11_MEX
Total CO2 Emission,1996,305.4771959058697,11_MEX
,1996,,11_MEX
1. CO2 Emission by Energy,1996,305.4771959058697,11_MEX
1.1 Coal & Coal Products,1996,24.43821681473976,11_MEX
1.2 Crude Oil & Petroleum Products,1996,220.06194367919082,11_MEX
1.3 Gas,1996,60.977035411939084,11_MEX
,1996,,11_MEX
2. CO2 Emission by Sector,1996,305.4771959058697,11_MEX
2.1 Transformation Sector,1996,127.99595136615228,11_MEX
2.1.1 Main Activity Producer,1996,80.0900915234084,11_MEX
2.1.2 Autoproducers,1996,7.379603035707808,11_MEX
2.1.3 Gas Processing,1996,0.0,11_MEX
2.1.4 Loss & Own Use,1996,40.526256807036056,11_MEX
,1996,,11_MEX
2.2 Final Energy Consumption Sector,1996,177.4812445397174,11_MEX
2.2.1 Industry Sector,1996,54.91829882016028,11_MEX
2.2.2 Transport Sector,1996,91.6973852049717,11_MEX
2.2.3 Residential & Commercial,1996,25.221639326874502,11_MEX
2.2.4 Other,1996,5.643921187710919,11_MEX
Total CO2 Emission,1997,323.7730867030082,11_MEX
,1997,,11_MEX
1. CO2 Emission by Energy,1997,323.7730867030082,11_MEX
1.1 Coal & Coal Products,1997,24.925675958567446,11_MEX
1.2 Crude Oil & Petroleum Products,1997,233.52040924556692,11_MEX
1.3 Gas,1997,65.32700149887376,11_MEX
,1997,,11_MEX
2. CO2 Emission by Sector,1997,323.7730867030082,11_MEX
2.1 Transformation Sector,1997,142.19985960270077,11_MEX
2.1.1 Main Activity Producer,1997,88.26978890163538,11_MEX
2.1.2 Autoproducers,1997,8.577963764657285,11_MEX
2.1.3 Gas Processing,1997,0.0,11_MEX
2.1.4 Loss & Own Use,1997,45.35210693640813,11_MEX
,1997,,11_MEX
2.2 Final Energy Consumption Sector,1997,181.57322710030732,11_MEX
2.2.1 Industry Sector,1997,55.023319070307515,11_MEX
2.2.2 Transport Sector,1997,95.68965916671551,11_MEX
2.2.3 Residential & Commercial,1997,24.840367154289098,11_MEX
2.2.4 Other,1997,6.0198817089951815,11_MEX
Total CO2 Emission,1998,346.1236403372886,11_MEX
,1998,,11_MEX
1. CO2 Emission by Energy,1998,346.1236403372886,11_MEX
1.1 Coal & Coal Products,1998,25.60288079627319,11_MEX
1.2 Crude Oil & Petroleum Products,1998,245.0587128665891,11_MEX
1.3 Gas,1998,75.46204667442622,11_MEX
,1998,,11_MEX
2. CO2 Emission by Sector,1998,346.1236403372886,11_MEX
2.1 Transformation Sector,1998,159.4998311324731,11_MEX
2.1.1 Main Activity Producer,1998,97.19993356946874,11_MEX
2.1.2 Autoproducers,1998,13.83784949297874,11_MEX
2.1.3 Gas Processing,1998,0.0,11_MEX
2.1.4 Loss & Own Use,1998,48.4620480700256,11_MEX
,1998,,11_MEX
2.2 Final Energy Consumption Sector,1998,186.62380920481542,11_MEX
2.2.1 Industry Sector,1998,56.43029260136938,11_MEX
2.2.2 Transport Sector,1998,98.29155466981516,11_MEX
2.2.3 Residential & Commercial,1998,25.897247598871243,11_MEX
2.2.4 Other,1998,6.004714334759628,11_MEX
Total CO2 Emission,1999,336.5244425278213,11_MEX
,1999,,11_MEX
1. CO2 Emission by Energy,1999,336.5244425278213,11_MEX
1.1 Coal & Coal Products,1999,25.100024004309613,11_MEX
1.2 Crude Oil & Petroleum Products,1999,239.27651987752222,11_MEX
1.3 Gas,1999,72.14789864598949,11_MEX
,1999,,11_MEX
2. CO2 Emission by Sector,1999,336.5244425278213,11_MEX
2.1 Transformation Sector,1999,153.2642902400152,11_MEX
2.1.1 Main Activity Producer,1999,97.36694355358684,11_MEX
2.1.2 Autoproducers,1999,13.244970957576571,11_MEX
2.1.3 Gas Processing,1999,0.0,11_MEX
2.1.4 Loss & Own Use,1999,42.652375728851794,11_MEX
,1999,,11_MEX
2.2 Final Energy Consumption Sector,1999,183.26015228780614,11_MEX
2.2.1 Industry Sector,1999,51.97891388872607,11_MEX
2.2.2 Transport Sector,1999,101.05633057842013,11_MEX
2.2.3 Residential & Commercial,1999,23.601217241793176,11_MEX
2.2.4 Other,1999,6.623690578866714,11_MEX
Total CO2 Emission,2000,342.4621849101003,11_MEX
,2000,,11_MEX
1. CO2 Emission by Energy,2000,342.4621849101003,11_MEX
1.1 Coal & Coal Products,2000,24.01343787466378,11_MEX
1.2 Crude Oil & Petroleum Products,2000,252.80740997597667,11_MEX
1.3 Gas,2000,65.64133705945991,11_MEX
,2000,,11_MEX
2. CO2 Emission by Sector,2000,342.4621849101003,11_MEX
2.1 Transformation Sector,2000,142.6946438520677,11_MEX
2.1.1 Main Activity Producer,2000,111.88328636778252,11_MEX
2.1.2 Autoproducers,2000,,11_MEX
2.1.3 Gas Processing,2000,,11_MEX
2.1.4 Loss & Own Use,2000,30.81135748428518,11_MEX
,2000,,11_MEX
2.2 Final Energy Consumption Sector,2000,199.76754105803263,11_MEX
2.2.1 Industry Sector,2000,56.97829714431944,11_MEX
2.2.2 Transport Sector,2000,112.3435743722499,11_MEX
2.2.3 Residential & Commercial,2000,24.143328881463304,11_MEX
2.2.4 Other,2000,6.30234066,11_MEX
Total CO2 Emission,2001,339.77248044174723,11_MEX
,2001,,11_MEX
1. CO2 Emission by Energy,2001,339.7724804417473,11_MEX
1.1 Coal & Coal Products,2001,27.017580220314134,11_MEX
1.2 Crude Oil & Petroleum Products,2001,246.58908676589,11_MEX
1.3 Gas,2001,66.16581345554317,11_MEX
,2001,,11_MEX
2. CO2 Emission by Sector,2001,339.77248044174723,11_MEX
2.1 Transformation Sector,2001,146.35279341639347,11_MEX
2.1.1 Main Activity Producer,2001,115.05065666376677,11_MEX
2.1.2 Autoproducers,2001,,11_MEX
2.1.3 Gas Processing,2001,,11_MEX
2.1.4 Loss & Own Use,2001,31.30213675262668,11_MEX
,2001,,11_MEX
2.2 Final Energy Consumption Sector,2001,193.4196870253538,11_MEX
2.2.1 Industry Sector,2001,51.3674406411224,11_MEX
2.2.2 Transport Sector,2001,112.33432707611664,11_MEX
2.2.3 Residential & Commercial,2001,23.688322328114772,11_MEX
2.2.4 Other,2001,6.02959698,11_MEX
Total CO2 Emission,2002,339.05887477919924,11_MEX
,2002,,11_MEX
1. CO2 Emission by Energy,2002,339.05887477919924,11_MEX
1.1 Coal & Coal Products,2002,26.90377085858374,11_MEX
1.2 Crude Oil & Petroleum Products,2002,236.9096986162238,11_MEX
1.3 Gas,2002,75.24540530439168,11_MEX
,2002,,11_MEX
2. CO2 Emission by Sector,2002,339.05887477919924,11_MEX
2.1 Transformation Sector,2002,145.59656229020018,11_MEX
2.1.1 Main Activity Producer,2002,113.92917316962182,11_MEX
2.1.2 Autoproducers,2002,,11_MEX
2.1.3 Gas Processing,2002,,11_MEX
2.1.4 Loss & Own Use,2002,31.667389120578367,11_MEX
,2002,,11_MEX
2.2 Final Energy Consumption Sector,2002,193.46231248899906,11_MEX
2.2.1 Industry Sector,2002,50.71521359587078,11_MEX
2.2.2 Transport Sector,2002,112.80583416392116,11_MEX
2.2.3 Residential & Commercial,2002,24.057673609207114,11_MEX
2.2.4 Other,2002,5.88359112,11_MEX
Total CO2 Emission,2003,349.38557203480474,11_MEX
,2003,,11_MEX
1. CO2 Emission by Energy,2003,349.3855720348048,11_MEX
1.1 Coal & Coal Products,2003,31.26514308133944,11_MEX
1.2 Crude Oil & Petroleum Products,2003,235.83058515420834,11_MEX
1.3 Gas,2003,82.28984379925701,11_MEX
,2003,,11_MEX
2. CO2 Emission by Sector,2003,349.38557203480474,11_MEX
2.1 Transformation Sector,2003,149.55494816401153,11_MEX
2.1.1 Main Activity Producer,2003,116.09159999217991,11_MEX
2.1.2 Autoproducers,2003,,11_MEX
2.1.3 Gas Processing,2003,,11_MEX
2.1.4 Loss & Own Use,2003,33.463348171831626,11_MEX
,2003,,11_MEX
2.2 Final Energy Consumption Sector,2003,199.83062387079323,11_MEX
2.2.1 Industry Sector,2003,50.148765267207466,11_MEX
2.2.2 Transport Sector,2003,119.13508771441681,11_MEX
2.2.3 Residential & Commercial,2003,24.30218352916894,11_MEX
2.2.4 Other,2003,6.244587359999999,11_MEX
Total CO2 Emission,2004,369.2889719106274,11_MEX
,2004,,11_MEX
1. CO2 Emission by Energy,2004,369.28897191062737,11_MEX
1.1 Coal & Coal Products,2004,36.29320315663982,11_MEX
1.2 Crude Oil & Petroleum Products,2004,247.6424698067814,11_MEX
1.3 Gas,2004,85.35329894720616,11_MEX
,2004,,11_MEX
2. CO2 Emission by Sector,2004,369.2889719106274,11_MEX
2.1 Transformation Sector,2004,150.56668862469883,11_MEX
2.1.1 Main Activity Producer,2004,116.51695605481105,11_MEX
2.1.2 Autoproducers,2004,,11_MEX
2.1.3 Gas Processing,2004,,11_MEX
2.1.4 Loss & Own Use,2004,34.04973256988776,11_MEX
,2004,,11_MEX
2.2 Final Energy Consumption Sector,2004,218.7222832859286,11_MEX
2.2.1 Industry Sector,2004,59.74542839901537,11_MEX
2.2.2 Transport Sector,2004,127.65879399988773,11_MEX
2.2.3 Residential & Commercial,2004,24.5464447170255,11_MEX
2.2.4 Other,2004,6.77161617,11_MEX
Total CO2 Emission,2005,382.6009025981971,11_MEX
,2005,,11_MEX
1. CO2 Emission by Energy,2005,382.6009025981971,11_MEX
1.1 Coal & Coal Products,2005,43.05867915018307,11_MEX
1.2 Crude Oil & Petroleum Products,2005,246.48253836672473,11_MEX
1.3 Gas,2005,93.05968508128936,11_MEX
,2005,,11_MEX
2. CO2 Emission by Sector,2005,382.6009025981971,11_MEX
2.1 Transformation Sector,2005,160.40618931961555,11_MEX
2.1.1 Main Activity Producer,2005,125.40492690650397,11_MEX
2.1.2 Autoproducers,2005,,11_MEX
2.1.3 Gas Processing,2005,,11_MEX
2.1.4 Loss & Own Use,2005,35.00126241311159,11_MEX
,2005,,11_MEX
2.2 Final Energy Consumption Sector,2005,222.19471327858156,11_MEX
2.2.1 Industry Sector,2005,60.00941546806797,11_MEX
2.2.2 Transport Sector,2005,131.9909102915186,11_MEX
2.2.3 Residential & Commercial,2005,23.402773678994997,11_MEX
2.2.4 Other,2005,6.791613839999999,11_MEX
Total CO2 Emission,2006,392.8861136080192,11_MEX
,2006,,11_MEX
1. CO2 Emission by Energy,2006,392.88611360801923,11_MEX
1.1 Coal & Coal Products,2006,44.591089360555515,11_MEX
1.2 Crude Oil & Petroleum Products,2006,244.169312200147,11_MEX
1.3 Gas,2006,104.12571204731671,11_MEX
,2006,,11_MEX
2. CO2 Emission by Sector,2006,392.8861136080192,11_MEX
2.1 Transformation Sector,2006,157.48819135305467,11_MEX
2.1.1 Main Activity Producer,2006,122.95325780954937,11_MEX
2.1.2 Autoproducers,2006,,11_MEX
2.1.3 Gas Processing,2006,,11_MEX
2.1.4 Loss & Own Use,2006,34.53493354350532,11_MEX
,2006,,11_MEX
2.2 Final Energy Consumption Sector,2006,235.39792225496453,11_MEX
2.2.1 Industry Sector,2006,64.87503208854318,11_MEX
2.2.2 Transport Sector,2006,140.0175803509899,11_MEX
2.2.3 Residential & Commercial,2006,23.379579885431447,11_MEX
2.2.4 Other,2006,7.125729929999999,11_MEX
Total CO2 Emission,2007,411.22024687051123,11_MEX
,2007,,11_MEX
1. CO2 Emission by Energy,2007,411.22024687051123,11_MEX
1.1 Coal & Coal Products,2007,47.50923991793654,11_MEX
1.2 Crude Oil & Petroleum Products,2007,261.3331421006422,11_MEX
1.3 Gas,2007,102.37786485193247,11_MEX
,2007,,11_MEX
2. CO2 Emission by Sector,2007,411.22024687051123,11_MEX
2.1 Transformation Sector,2007,160.146722135983,11_MEX
2.1.1 Main Activity Producer,2007,126.80914769609925,11_MEX
2.1.2 Autoproducers,2007,,11_MEX
2.1.3 Gas Processing,2007,,11_MEX
2.1.4 Loss & Own Use,2007,33.33757443988374,11_MEX
,2007,,11_MEX
2.2 Final Energy Consumption Sector,2007,251.0735247345282,11_MEX
2.2.1 Industry Sector,2007,67.1165688274668,11_MEX
2.2.2 Transport Sector,2007,150.94677339349775,11_MEX
2.2.3 Residential & Commercial,2007,25.260321273563655,11_MEX
2.2.4 Other,2007,7.7498612399999995,11_MEX
Total CO2 Emission,2008,411.2126672520094,11_MEX
,2008,,11_MEX
1. CO2 Emission by Energy,2008,411.2126672520094,11_MEX
1.1 Coal & Coal Products,2008,38.520293630467926,11_MEX
1.2 Crude Oil & Petroleum Products,2008,265.12755909670693,11_MEX
1.3 Gas,2008,107.56481452483455,11_MEX
,2008,,11_MEX
2. CO2 Emission by Sector,2008,411.2126672520094,11_MEX
2.1 Transformation Sector,2008,151.99795195213662,11_MEX
2.1.1 Main Activity Producer,2008,116.47982655840356,11_MEX
2.1.2 Autoproducers,2008,,11_MEX
2.1.3 Gas Processing,2008,,11_MEX
2.1.4 Loss & Own Use,2008,35.51812539373307,11_MEX
,2008,,11_MEX
2.2 Final Energy Consumption Sector,2008,259.2147152998728,11_MEX
2.2.1 Industry Sector,2008,65.46245468877501,11_MEX
2.2.2 Transport Sector,2008,159.88435692007295,11_MEX
2.2.3 Residential & Commercial,2008,25.013295511024822,11_MEX
2.2.4 Other,2008,8.854608179999998,11_MEX
Total CO2 Emission,2009,401.57182252876675,11_MEX
,2009,,11_MEX
1. CO2 Emission by Energy,2009,401.5718225287668,11_MEX
1.1 Coal & Coal Products,2009,32.92873230637302,11_MEX
1.2 Crude Oil & Petroleum Products,2009,251.64074162688698,11_MEX
1.3 Gas,2009,117.00234859550682,11_MEX
,2009,,11_MEX
2. CO2 Emission by Sector,2009,401.57182252876675,11_MEX
2.1 Transformation Sector,2009,164.82191983746674,11_MEX
2.1.1 Main Activity Producer,2009,128.655202386058,11_MEX
2.1.2 Autoproducers,2009,,11_MEX
2.1.3 Gas Processing,2009,,11_MEX
2.1.4 Loss & Own Use,2009,36.16671745140874,11_MEX
,2009,,11_MEX
2.2 Final Energy Consumption Sector,2009,236.74990269130004,11_MEX
2.2.1 Industry Sector,2009,51.25269465302719,11_MEX
2.2.2 Transport Sector,2009,153.08614681573894,11_MEX
2.2.3 Residential & Commercial,2009,24.142832352533915,11_MEX
2.2.4 Other,2009,8.26822887,11_MEX
Total CO2 Emission,2010,412.33074933790346,11_MEX
,2010,,11_MEX
1. CO2 Emission by Energy,2010,412.33074933790346,11_MEX
1.1 Coal & Coal Products,2010,45.759064945064104,11_MEX
1.2 Crude Oil & Petroleum Products,2010,247.75142349592386,11_MEX
1.3 Gas,2010,118.82026089691547,11_MEX
,2010,,11_MEX
2. CO2 Emission by Sector,2010,412.33074933790346,11_MEX
2.1 Transformation Sector,2010,163.20979544381552,11_MEX
2.1.1 Main Activity Producer,2010,127.72699356257877,11_MEX
2.1.2 Autoproducers,2010,,11_MEX
2.1.3 Gas Processing,2010,,11_MEX
2.1.4 Loss & Own Use,2010,35.482801881236746,11_MEX
,2010,,11_MEX
2.2 Final Energy Consumption Sector,2010,249.1209538940879,11_MEX
2.2.1 Industry Sector,2010,59.84418423641268,11_MEX
2.2.2 Transport Sector,2010,156.25260200991173,11_MEX
2.2.3 Residential & Commercial,2010,24.79590507776347,11_MEX
2.2.4 Other,2010,8.228262569999998,11_MEX
Total CO2 Emission,2011,436.3106929797086,11_MEX
,2011,,11_MEX
1. CO2 Emission by Energy,2011,436.3106929797086,11_MEX
1.1 Coal & Coal Products,2011,54.12561115723757,11_MEX
1.2 Crude Oil & Petroleum Products,2011,254.8411127245701,11_MEX
1.3 Gas,2011,127.34396909790092,11_MEX
,2011,,11_MEX
2. CO2 Emission by Sector,2011,436.3106929797086,11_MEX
2.1 Transformation Sector,2011,178.0086551232652,11_MEX
2.1.1 Main Activity Producer,2011,140.28159400137878,11_MEX
2.1.2 Autoproducers,2011,,11_MEX
2.1.3 Gas Processing,2011,,11_MEX
2.1.4 Loss & Own Use,2011,37.72706112188644,11_MEX
,2011,,11_MEX
2.2 Final Energy Consumption Sector,2011,258.3020378564434,11_MEX
2.2.1 Industry Sector,2011,65.89750777154134,11_MEX
2.2.2 Transport Sector,2011,159.52374072917695,11_MEX
2.2.3 Residential & Commercial,2011,24.372204149002727,11_MEX
2.2.4 Other,2011,8.50858520672236,11_MEX
Total CO2 Emission,2012,440.82994570342817,11_MEX
,2012,,11_MEX
1. CO2 Emission by Energy,2012,440.82994570342817,11_MEX
1.1 Coal & Coal Products,2012,50.50375572813401,11_MEX
1.2 Crude Oil & Petroleum Products,2012,259.3444037093277,11_MEX
1.3 Gas,2012,130.9817862659664,11_MEX
,2012,,11_MEX
